Year,ACEH,SUMATERA UTARA,SUMATERA BARAT,RIAU,JAMBI,SUMATERA SELATAN,BENGKULU,LAMPUNG,KEP. BANGKA BELITUNG,KEP. RIAU,DKI JAKARTA,JAWA BARAT,JAWA TENGAH,DI YOGYAKARTA,JAWA TIMUR,BANTEN,BALI,NUSA TENGGARA BARAT,NUSA TENGGARA TIMUR,KALIMANTAN BARAT,KALIMANTAN TENGAH,KALIMANTAN SELATAN,KALIMANTAN TIMUR,KALIMANTAN UTARA,SULAWESI UTARA,SULAWESI TENGAH,SULAWESI SELATAN,SULAWESI TENGGARA,GORONTALO,SULAWESI BARAT,MALUKU,MALUKU UTARA,PAPUA BARAT,PAPUA
growth_rate_2020,-73.55063149448566,-70.68863215739663,-58.020593084054525,-70.24878856038961,-62.81626910288235,-61.30497177299618,-62.90539216750724,-49.91507137893134,-60.22896103035345,-82.57912203173363,-52.15839767046301,-40.710201967703036,51.488363882537556,-3.9966235241148707,48.68612144338762,-31.01249423040635,-51.17656899577915,-60.68843476772978,-68.46103868871033,-79.16747309143548,-68.07699601776537,-56.53273663525758,-76.12702988573524,-81.82875612069132,-21.107374824139395,-67.76286964698006,-62.25824685239104,-64.43346147134095,-37.02279277385971,-64.17086336993869,-80.5464775217909,-68.46322599019979,-80.30873357599815,-75.17683003995444
growth_rate_2021,33.61095693836505,26.425443217777005,21.67906485158287,11.579716520376437,13.50704509711454,17.10509298820911,16.46560643322588,7.637405958111231,10.132729943266567,12.083328303698726,21.738450291451823,7.158067799734432,11.509123459905526,16.550651961908752,25.158020356964332,27.362732450691574,13.215896992243351,-6.93539712123647,35.538187072139905,30.021654171663233,3.728745185954016,3.603089032492805,3.6588114362131225,9.647562547263258,50.47349511671001,28.969370497486036,10.993218270885878,30.163357559107055,40.18262901829828,27.21862406701618,58.73171433675394,33.815452615916506,41.61143391047914,35.0463641369104
growth_rate_2022,25.660807259316947,30.669089286893826,28.481633317756348,36.80397195694995,24.081909524486186,24.387649240106356,19.368461952467197,19.05702883751381,48.348056229904635,80.8549287280177,48.82113120344893,28.257635418783305,-25.27758660052872,12.742357887360953,26.069118804944928,5.073543723745322,42.8097837680306,30.345184192114914,23.82058758723179,36.01533885821965,35.8929953129241,24.009364560053186,117.8926373563336,14.809885993116199,18.4544852780249,218.36706199729542,179.61453194806262,395.24519062202774,24.392301674755853,291.1771987488245,-4.251248505310544,124.65137021428411,-3.1193492850589166,3.5327567108139912
growth_rate_2023,28.602856995780336,18.999234457381807,19.06906433552798,32.63612540152371,26.50644025640951,29.463280189120482,39.90695711539617,25.947920609967102,50.97303800604027,51.88341050475269,13.595467479392825,26.464961317675247,4.734684079032883,18.23164135227449,3.2692579936556583,15.031641052062195,46.10042669859998,215.85397062371263,31.562992534070013,43.63520671442679,49.92234323693063,48.187454961524175,45.503456825898695,66.07563878391336,22.094596046229466,-2.54067206083604,-11.092095824178653,-13.401336426388516,28.88181264297785,-17.086783070779767,73.343324077203,19.638098754599696,62.26366105100068,65.47460296955023
